0,1,2,3,4,5,6
0.09025132656097412,0.5811105370521545,0.4077436923980713,0.9906550645828247,0.9563232064247131,0.16804350178868116,5.904427313508432
0.8748458884656429,0.2342706425115466,0.7750531500205398,0.31081464421004057,0.3064010292291641,0.7276638771261045,2.345963531892227
0.5146256219595671,0.8430619807913899,0.1254499712958932,0.6624919893220067,0.08256059885025024,0.6509015342785406,2.9510819261108305
0.29421718418598175,0.4722962900996208,0.555015292018652,0.10771265719085932,0.6855987133458257,0.3326698576431654,3.2292104259707646
0.48462809529155493,0.9162143599241972,0.9618020858615637,0.1661190828308463,0.5485086012631655,0.4352334321156671,4.2287073695305795
0.7070278087630868,0.2723316056653857,0.3444928778335452,0.5958992270752788,0.214032887481153,0.6558096893051533,2.192293067760166
0.9090061811730266,0.6625409098342061,0.7432279707863927,0.49420579243451357,0.42810289468616247,1.0019997642858092,3.4339437757469295
0.12640294153243303,0.02598237246274948,0.06366288661956787,0.799047046341002,0.8407279271632433,0.08379935470051109,3.574438263651951
0.24456219002604485,0.7582789966836572,0.6527778515592217,0.5185913145542145,0.3225035797804594,0.16204176532119186,4.227335205466683
0.9627218712121248,0.42633167281746864,0.035468410700559616,0.21399660035967827,0.906956466846168,0.7998307408492411,2.165341742951524
0.665032833814621,0.5041477251797915,0.9350725654512644,0.8154433015733957,0.7011214373633265,0.7046218797454774,4.717115449975383
0.38599824719130993,0.18050118442624807,0.2555072521790862,0.3859096672385931,0.03853449039161205,0.3177060756334508,1.6748378380010212
0.3342514345422387,0.7355993697419763,0.22371282894164324,0.3276243731379509,0.1648721406236291,0.3958521157800372,2.7901438399105345
0.6152163138613105,0.07584748044610023,0.5910220295190811,0.8821590729057789,0.5647713653743267,0.6443504011817418,3.4104615213488962
0.7547259153798223,0.997092979028821,0.44228596054017544,0.03072655387222767,0.7959922812879086,0.6589164402719024,3.3330138603989017
0.03849648218601942,0.3143918728455901,0.8718510372564197,0.7103223633021116,0.4429923752322793,-0.09003558264935985,4.944502432300984
0.021555442363023758,0.942775976844132,0.01647291239351034,0.46225627325475216,0.6297353776171803,0.010004268158566837,4.661578592298328
0.8024287316948175,0.3687021806836128,0.6650328431278467,0.7670355383306742,0.10778062045574188,0.8662127295337058,2.971510776866975
0.5669040307402611,0.6964191179722548,0.2980199418962002,0.1341085247695446,0.25301358103752136,0.487716224639844,2.2373663358372164
0.35082716308534145,0.11502110492438078,0.8838357189670205,0.5639487504959106,0.9780985834077001,0.3481393811249944,4.418832054001837
0.4318623775616288,0.5589510919526219,0.6032541347667575,0.6300541888922453,0.8498040307313204,0.4301661696381888,4.5930897289890495
0.649930483661592,0.1257006600499153,0.20469444058835506,0.0752128679305315,0.3874066760763526,0.5765543313781385,1.2723061086220382
0.9772147731855512,0.7969691138714552,0.8205913007259369,0.9581562168896198,0.220701708458364,1.2008275114520628,4.228206711071588
0.19833273719996214,0.3876444650813937,0.4847757639363408,0.27837588638067245,0.5112035591155291,0.20354075702446875,3.1156087222200233
0.17196267284452915,0.6543731410056353,0.7940982989966869,0.058831811882555485,0.028935832902789116,0.11326718784387094,3.0241564070671507
0.8942097760736942,0.034156776033341885,0.39553836081176996,0.738365632481873,0.741356017999351,0.8882728770541367,2.800972509469205
